area_type,availability,location,bhk,total_sqft,bath,balcony,price,price_per_sqft
Plot  Area,Ready To Move,Judicial Layout,5,5400,4,0,700,12962.96
Super built-up  Area,Ready To Move,Banashankari,3,1372,2,2,48.02,3500
Built-up  Area,Ready To Move,Sanne Amanikere,3,1455,2,1,45,3092.78
Super built-up  Area,Ready To Move,Hebbal,2,1100,2,2,38,3454.55
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1295,2,1,55.47,4283.4
Super built-up  Area,22-Jan,Vajarahalli,3,1475,3,1,80,5423.73
Super built-up  Area,18-Apr,Nagavarapalya,3,1788,3,1,164,9172.26
Super built-up  Area,Ready To Move,Haralur Road,2,1243,2,1,46,3700.72
Super built-up  Area,Ready To Move,Yeshwanthpur,3,1855,3,3,140,7547.17
Super built-up  Area,18-Aug,Kudlu Gate,3,1850,3,2,120,6486.49
Super built-up  Area,Ready To Move,Marathahalli,3,1315,2,2,60,4562.74
Super built-up  Area,18-May,Whitefield,2,1216,2,1,73,6003.29
Super built-up  Area,Ready To Move,Brooke Bond First Cross,3,1721,3,2,93,5403.83
Super built-up  Area,17-Nov,Sonnenahalli,2,1059,2,1,62,5854.58
Built-up  Area,Ready To Move,Kadubeesanahalli,2,1184,2,1,55,4645.27
Plot  Area,Ready To Move,Yelahanka,7,1400,5,2,175,12500
Super built-up  Area,Ready To Move,Koramangala,3,2223,3,2,300,13495.28
Built-up  Area,Ready To Move,Kodbisanhalli,3,1480,3,2,75,5067.57
Super built-up  Area,Ready To Move,Kodigehalli,2,635,1,1,28,4409.45
Plot  Area,Ready To Move,BEML Layout,2,2400,2,1,228,9500
Built-up  Area,Ready To Move,JP Nagar,4,1500,2,0,87,5800
Super built-up  Area,18-May,Hosa Road,2,1143,2,1,34.2,2992.13
Plot  Area,Ready To Move,Sarjapur  Road,4,3200,4,1,350,10937.5
Plot  Area,20-Jul,Kanakpura Road,4,3170,4,3,250,7886.44
Built-up  Area,Ready To Move,Vaishnavi Layout,4,4800,4,3,420,8750
Super built-up  Area,Ready To Move,Kothannur,3,1485,2,2,59.4,4000
Super built-up  Area,Ready To Move,Rajaji Nagar,3,1640,3,2,251,15304.88
Super built-up  Area,Ready To Move,Hennur,3,1655,2,1,70.5,4259.82
Super built-up  Area,22-Jun,2nd Phase Judicial Layout,2,900,2,2,41,4555.56
Super built-up  Area,Ready To Move,Somasundara Palya,3,1600,3,3,69,4312.5
Built-up  Area,Ready To Move,Neelamangala,2,1163,2,2,68,5846.95
Super built-up  Area,Ready To Move,Hennur Road,3,1654,3,0,97.8,5912.94
Super built-up  Area,18-Apr,Pragathi Nagar,1,801,1,0,33.645,4200.37
Built-up  Area,Ready To Move,Ngef Layout,4,2100,3,1,1000,47619.05
Super built-up  Area,18-Jan,Bellandur,3,1685,3,3,101,5994.07
Built-up  Area,Ready To Move,Banashankari,3,1540,3,3,80,5194.81
Super built-up  Area,18-Jan,Thanisandra,2,1265,2,1,72,5691.7
Super built-up  Area,Ready To Move,Kasavanhalli,3,1200,2,3,38.4,3200
Built-up  Area,Ready To Move,Amblipura,3,1300,2,1,80,6153.85
Super built-up  Area,Ready To Move,Sultan Palaya,2,1009,2,1,65,6442.02
Super built-up  Area,Ready To Move,Ramamurthy Nagar Extension,3,1540,3,2,65,4220.78
Built-up  Area,Ready To Move,Bellandur,3,1735,3,3,105,6051.87
Plot  Area,Ready To Move,HSR Layout,4,2500,4,3,300,12000
Super built-up  Area,Ready To Move,Marsur,2,497,1,1,20,4024.14
Super built-up  Area,Ready To Move,Hosakerehalli,3,2480,4,1,265,10685.48
Built-up  Area,Ready To Move,Electronic City,2,1142,2,0,35,3064.8
Super built-up  Area,18-May,Doctors Layout,3,1215,2,2,46.8,3851.85
Super built-up  Area,Ready To Move,Electronic City,2,1070,2,1,48,4485.98
Super built-up  Area,18-May,Electronic City Phase II,2,1125,2,1,32.49,2888
Built-up  Area,18-Jul,Bommasandra Industrial Area,2,1125,2,1,32.49,2888
Super built-up  Area,Ready To Move,Kasavanhalli,2,1575,2,3,85,5396.83
Super built-up  Area,18-Dec,Hosa Road,2,1360,2,1,77.61,5706.62
Super built-up  Area,Ready To Move,Haralur Road,3,1710,3,2,85,4970.76
Super built-up  Area,18-May,Electronic City Phase II,2,1200,2,1,34.65,2887.5
Super built-up  Area,Ready To Move,Bannerghatta Road,4,2185,3,3,120,5491.99
Built-up  Area,Ready To Move,Bagalur,4,2400,4,3,135,5625
Super built-up  Area,Ready To Move,Banashankari,2,1195,2,1,35.84,2999.16
Super built-up  Area,Ready To Move,Vittasandra,2,1246,2,1,67,5377.21
Super built-up  Area,Ready To Move,Bannerghatta Road,2,1012,2,1,45,4446.64
Super built-up  Area,Ready To Move,Ganga Nagar,2,998,2,2,65,6513.03
Plot  Area,Ready To Move,Doddaballapur,3,2400,3,1,250,10416.67
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,1130,2,2,85,7522.12
Super built-up  Area,Ready To Move,Koramangala,3,1744,4,1,210,12041.28
Super built-up  Area,18-Jul,Rajaji Nagar,4,2733,5,2,259,9476.77
Super built-up  Area,Ready To Move,Karuna Nagar,3,1354,2,1,98,7237.81
Plot  Area,Ready To Move,Maruthi Nagar,10,3300,9,0,450,13636.36
Super built-up  Area,Ready To Move,Brookefield,2,1389,2,2,94,6767.46
Plot  Area,Ready To Move,Sarjapur,4,2970,3,3,130,4377.1
Super built-up  Area,Ready To Move,Cooke Town,3,2560,4,0,310,12109.38
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,1172,2,2,75,6399.32
Plot  Area,Ready To Move,5th Block Jayanagar,3,500,2,1,75,15000
Super built-up  Area,Ready To Move,Kaggadasapura,3,1495,3,2,60,4013.38
Super built-up  Area,Ready To Move,Varthur,2,1738,2,1,57.35,3299.77
Super built-up  Area,Ready To Move,Dodda Nekkundi,2,1315,2,2,50,3802.28
Super built-up  Area,Ready To Move,Marathahalli,2,1270,2,3,73,5748.03
Super built-up  Area,18-May,Electronic City Phase II,2,1160,2,1,52.2,4500
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,1450,2,1,67,4620.69
Built-up  Area,Ready To Move,Rayasandra,1,470,1,1,21,4468.09
Built-up  Area,Ready To Move,2nd Phase JP Nagar,2,1040,2,2,78,7500
Super built-up  Area,Ready To Move,Sarjapur,2,1205,2,2,29,2406.64
Super built-up  Area,Ready To Move,KSRTC Layout,3,1215,2,3,50,4115.23
Super built-up  Area,Ready To Move,Whitefield,2,1135,2,2,58,5110.13
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3,1224,2,2,48.95,3999.18
Built-up  Area,Ready To Move,Budigere,1,664,1,1,34,5120.48
Super built-up  Area,Ready To Move,Electronic City,3,1160,2,2,42,3620.69
Plot  Area,Ready To Move,Babusapalaya,2,1200,2,0,105,8750
Built-up  Area,18-Aug,Bommasandra Industrial Area,3,1220,2,1,35.2,2885.25
Super built-up  Area,Ready To Move,Bharathi Nagar,2,1328,2,2,69,5195.78
Super built-up  Area,Ready To Move,BSM Extension,2,975,2,2,45,4615.38
Built-up  Area,Ready To Move,Ambedkar Colony,3,1907,2,1,200,10487.68
Built-up  Area,Ready To Move,Malleshwaram,2,900,2,1,72,8000
Super built-up  Area,Ready To Move,Banashankari 6th Stage,2,1330,2,2,80,6015.04
Super built-up  Area,Ready To Move,Rajiv Nagar,4,2330,5,1,175,7510.73
Built-up  Area,Ready To Move,Munnekollal,3,1222,3,2,95,7774.14
Plot  Area,Ready To Move,Dodsworth Layout,3,4446,3,2,410,9221.77
Super built-up  Area,Ready To Move,Sarjapur  Road,3,2100,3,1,135,6428.57
Super built-up  Area,Ready To Move,Sarjapur  Road,4,3335,4,3,290,8695.65
Built-up  Area,18-Apr,Whitefield,3,3150,3,1,290,9206.35
Plot  Area,Ready To Move,Jnana Ganga Nagar,3,1320,2,1,95,7196.97
Plot  Area,Ready To Move,9th Phase JP Nagar,7,820,7,3,140,17073.17
Plot  Area,Ready To Move,Shetty Halli,5,8000,5,3,550,6875
Plot  Area,Ready To Move,Hennur Road,4,2400,5,3,500,20833.33
Super built-up  Area,Ready To Move,Uttarahalli,3,1330,2,2,46.55,3500
Plot  Area,Ready To Move,Hosur Road,4,2000,4,1,130,6500
Super built-up  Area,18-Jun,Electronic City Phase II,2,1244,2,1,55,4421.22
Super built-up  Area,Ready To Move,Konena Agrahara,2,1000,2,1,50,5000
Super built-up  Area,18-May,Gunjur Palya,3,1400,3,2,45,3214.29
Super built-up  Area,Ready To Move,Vignana Nagar,2,1000,2,2,35,3500
Plot  Area,Ready To Move,Rajaji Nagar,2,1056,1,0,250,23674.24
Super built-up  Area,Ready To Move,Uttarahalli,3,1250,2,2,50,4000
Super built-up  Area,19-Jun,Hebbal,4,2630,5,0,188,7148.29
Super built-up  Area,18-Aug,Jeevan bima nagar,2,1225,2,2,48,3918.37
Super built-up  Area,19-Jun,Hebbal,4,2790,5,3,198,7096.77
Super built-up  Area,Ready To Move,Indira Nagar,4,2800,4,3,365,13035.71
Super built-up  Area,Ready To Move,Seegehalli,3,1683,3,3,80,4753.42
Built-up  Area,Ready To Move,Yelahanka,2,1250,2,2,54,4320
Super built-up  Area,Ready To Move,Hennur Road,3,1305,2,1,110,8429.12
Plot  Area,Ready To Move,Sarjapur  Road,3,3009,3,1,331,11000.33
Super built-up  Area,Ready To Move,Kaggalipura,3,1150,2,1,57.5,5000
Built-up  Area,Ready To Move,Kaggadasapura,3,1654,3,3,70,4232.16
Carpet  Area,Ready To Move,Munivenkatppa Layout,4,4500,3,0,225,5000
Super built-up  Area,18-May,Kadugodi,3,1890,4,3,125,6613.76
Super built-up  Area,Ready To Move,Kasavanhalli,2,1069,2,2,55,5145
Super built-up  Area,Ready To Move,Chandapura,2,750,1,1,18.5,2466.67
Plot  Area,Ready To Move,Banashankari,4,675,4,0,140,20740.74
Built-up  Area,17-Dec,Hormavu,3,2400,3,1,177,7375
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5,1200,4,2,240,20000
Plot  Area,Ready To Move,Koramangala,4,1410,2,0,280,19858.16
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1680,3,3,130,7738.1
Super built-up  Area,Ready To Move,Sadanand Nagar,3,3500,4,2,500,14285.71
Super built-up  Area,18-Jul,Sarjapur  Road,3,1700,3,2,93.5,5500
Plot  Area,Ready To Move,Brindavan Layout,4,2200,2,0,150,6818.18
Super built-up  Area,Ready To Move,Thanisandra,3,1595,3,1,105,6583.07
Super built-up  Area,15-Nov,Hennur Road,3,1480,3,0,100,6756.76
Plot  Area,Ready To Move,Bethel Nagar,3,1092,3,1,95,8699.63
Super built-up  Area,19-Sep,Koramangala,3,1866,4,2,245,13129.69
Super built-up  Area,Ready To Move,Hebbal,3,3895,3,2,390,10012.84
Super built-up  Area,Ready To Move,Banashankari,3,1683,3,2,115,6833.04
Super built-up  Area,Ready To Move,Dasanapura,2,545,2,1,22.34,4099.08
Super built-up  Area,Ready To Move,Banaswadi,2,1340,2,2,73,5447.76
Built-up  Area,21-Dec,"Judicial Layout, Kanakapura Road,",3,1100,3,2,53,4818.18
Plot  Area,Ready To Move,Akshaya Nagar,1,2000,1,0,200,10000
Super built-up  Area,Ready To Move,Whitefield,2,1185,2,2,56,4725.74
Super built-up  Area,18-Aug,Chandapura,2,1025,2,2,27.68,2700.49
Super built-up  Area,Ready To Move,Haralur Road,3,1730,3,1,95,5491.33
Super built-up  Area,19-Sep,Hennur Road,3,1450,3,1,88.6,6110.34
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1862,4,1,110,5907.63
Plot  Area,Ready To Move,Sarjapur  Road,4,4000,5,1,578,14450
Built-up  Area,Ready To Move,Old Madras Road,3,2430,5,2,180,7407.41
Super built-up  Area,20-Sep,Hoodi,1,863,1,0,40.55,4698.73
Super built-up  Area,Ready To Move,Chambenahalli,2,1170,2,3,50,4273.5
Super built-up  Area,Ready To Move,B Narayanapura,2,1075,2,2,50,4651.16
Super built-up  Area,Ready To Move,Kodichikkanahalli,2,1060,2,1,34,3207.55
Super built-up  Area,17-Jun,Sarjapur,2,850,2,2,32,3764.71
Super built-up  Area,Ready To Move,P&T Layout,2,935,2,1,45.9,4909.09
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,4,1905,3,0,86,4514.44
Built-up  Area,Ready To Move,8th Block Jayanagar,6,2000,6,3,300,15000
Super built-up  Area,Ready To Move,Uttarahalli,2,1125,2,1,47,4177.78
Plot  Area,Ready To Move,9th Phase JP Nagar,6,600,6,2,75,12500
Built-up  Area,Ready To Move,Chikkabanavar,4,1500,4,1,105,7000
Built-up  Area,Ready To Move,Bannerghatta Road,3,1725,3,3,85,4927.54
Super built-up  Area,Ready To Move,Dodda Banaswadi,2,1120,2,3,36,3214.29
Super built-up  Area,Ready To Move,Brookefield,3,1750,2,2,75,4285.71
Super built-up  Area,18-Jul,7th Phase JP Nagar,3,2000,3,2,77,3850
Built-up  Area,Ready To Move,Koramangala,3,1745,3,3,98,5616.05
Plot  Area,Ready To Move,Bagalakunte,5,750,3,1,95,12666.67
Super built-up  Area,Ready To Move,Uttarahalli,3,1270,2,2,55.25,4350.39
Super built-up  Area,Ready To Move,Iblur Village,5,5384,5,3,420,7800.89
Super built-up  Area,Ready To Move,Sahakara Nagar,2,1180,2,2,72,6101.69
Built-up  Area,Ready To Move,Shanti Nagar,2,1130,2,1,75,6637.17
Super built-up  Area,18-Dec,Old Airport Road,4,2774,4,3,197,7101.66
Super built-up  Area,Ready To Move,Ardendale,3,1723,3,2,95,5513.64
Built-up  Area,Ready To Move,Mysore Road,2,1175,2,2,70.5,6000
Super built-up  Area,Ready To Move,Ambalipura,3,1607,2,2,112,6969.51
Built-up  Area,18-May,Varanasi,2,1334,2,1,62,4647.68
Built-up  Area,Ready To Move,Vishwapriya Layout,5,2800,5,3,130,4642.86
Super built-up  Area,19-Mar,Bellandur,3,1138,3,2,128,11247.8
Super built-up  Area,19-Dec,Bannerghatta,2,1113,2,1,70,6289.31
Built-up  Area,Ready To Move,9th Phase JP Nagar,3,1300,2,2,58,4461.54
Plot  Area,Ready To Move,Judicial Layout,4,2400,4,0,350,14583.33
Built-up  Area,Ready To Move,Sahakara Nagar,2,1200,2,2,60,5000
Super built-up  Area,Ready To Move,cooketown,3,1900,3,2,190,10000
Super built-up  Area,Ready To Move,Jakkur,4,5150,4,3,559,10854.37
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5,1200,5,0,290,24166.67
Super built-up  Area,18-Dec,Whitefield,4,2956,5,0,234,7916.1
Plot  Area,Ready To Move,Begur Road,5,1100,5,1,165,15000
Super built-up  Area,18-May,Panathur,2,1398,2,1,97,6938.48
Plot  Area,Ready To Move,Margondanahalli,2,1152,1,0,66,5729.17
Plot  Area,Ready To Move,Rajarajeshwarinagar,4,1200,5,0,325,27083.33
Super built-up  Area,Ready To Move,Nagavara,2,1110,2,2,44.95,4049.55
Built-up  Area,Ready To Move,Devarachikkanahalli,2,1116,2,1,47,4211.47
Super built-up  Area,Ready To Move,Babusapalaya,2,1061,2,1,33.84,3189.44
Super built-up  Area,Ready To Move,Malleshwaram,1,620,1,1,86.8,14000
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1300,2,2,52,4000
Built-up  Area,Ready To Move,Yelahanka,2,1270,2,2,57,4488.19
Super built-up  Area,18-Apr,Peenya,2,966,2,2,50,5175.98
Plot  Area,Ready To Move,AMS Layout,4,1200,4,1,110,9166.67
Plot  Area,Ready To Move,Kodigehalli,4,1320,4,3,249,18863.64
Super built-up  Area,Ready To Move,Iblur Village,4,3596,5,1,297,8259.18
Super built-up  Area,18-May,Kathriguppe IV Phase,3,1630,3,2,131,8036.81
Super built-up  Area,Ready To Move,Kodipalya,5,600,6,3,72,12000
Plot  Area,Ready To Move,Ramchandrapuram,4,600,4,2,60,10000
Super built-up  Area,Ready To Move,Amruthahalli,2,1202,2,1,65,5407.65
Plot  Area,Ready To Move,Pampa Extension,4,1200,4,2,250,20833.33
Built-up  Area,Ready To Move,Jakkur,2,1300,2,2,80,6153.85
Plot  Area,Ready To Move,Uttarahalli,6,1200,6,2,330,27500
Super built-up  Area,Ready To Move,Electronic City,3,1360,2,1,70,5147.06
Super built-up  Area,Ready To Move,Hennur Road,2,1155,2,1,69.18,5989.61
Super built-up  Area,Ready To Move,Hosakerehalli,3,2378,3,1,310,13036.16
Super built-up  Area,Ready To Move,Hulimavu,2,1011,2,2,38,3758.65
Built-up  Area,Ready To Move,HSR Layout,2,1203,2,2,72,5985.04
Super built-up  Area,19-Dec,Hebbal,3,1645,3,2,113,6869.3
Super built-up  Area,Ready To Move,Horamavu Agara,3,1364,2,3,50,3665.69
Plot  Area,19-Jan,Anekal,2,1200,1,1,36,3000
Built-up  Area,Ready To Move,KR Layout,1,1050,2,2,41,3904.76
Super built-up  Area,Ready To Move,Kothanur,3,1365,3,3,66,4835.16
Super built-up  Area,Ready To Move,Jigani,3,1252,3,3,70,5591.05
Super built-up  Area,Ready To Move,Jigani,3,1221,3,2,65,5323.51
Built-up  Area,Ready To Move,Panathur,2,1065,2,1,58,5446.01
Super built-up  Area,Ready To Move,Uttarahalli,3,1270,2,1,55.25,4350.39
Built-up  Area,Ready To Move,Sahakara Nagar,2,1032,2,2,45,4360.47
Super built-up  Area,Ready To Move,Frazer Town,4,2900,4,2,325,11206.9
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3,1515,2,3,69,4554.46
Super built-up  Area,Ready To Move,Akshaya Vana,2,1427,2,2,52,3644.01
Super built-up  Area,Ready To Move,Magadi Road,2,940,2,2,50,5319.15
Plot  Area,18-Mar,Medahalli,5,800,5,1,95,11875
Super built-up  Area,Ready To Move,Bannerghatta Road,3,1460,2,2,80,5479.45
Super built-up  Area,Ready To Move,Sarjapur  Road,3,2275,4,2,175,7692.31
Super built-up  Area,21-Sep,9th Phase JP Nagar,3,1522,3,2,90,5913.27
Plot  Area,19-Jan,Basaveshwara Nagar Yelahanka,3,3210,4,2,380,11838.01
Super built-up  Area,Ready To Move,Thanisandra,2,1185,2,2,42.67,3600.84
Built-up  Area,Ready To Move,Banashankari,3,1800,3,2,125,6944.44
Super built-up  Area,17-May,Electronics City Phase 1,2,940,2,1,44,4680.85
Plot  Area,Ready To Move,Andrahalli,4,1200,4,2,135,11250
Super built-up  Area,Ready To Move,Marathahalli,3,1530,3,2,71,4640.52
Built-up  Area,Ready To Move,Gollahalli,2,1050,2,1,48,4571.43
Super built-up  Area,Ready To Move,Subramanyapura,2,929,2,2,49,5274.49
Built-up  Area,Ready To Move,Banjara Layout,4,3750,5,3,145,3866.67
Super built-up  Area,Ready To Move,Whitefield,3,1530,3,3,75,4901.96
Plot  Area,Ready To Move,PC Palaya,2,900,2,1,48,5333.33
Super built-up  Area,Ready To Move,Vasanthapura,2,978,2,1,34.22,3498.98
Built-up  Area,Ready To Move,Sathya Sai Layout,4,4041,4,2,345,8537.49
Super built-up  Area,Ready To Move,Ambalipura,1,770,1,2,43.82,5690.91
Built-up  Area,Ready To Move,Kaval Byrasandra,2,1066,2,3,55,5159.47
Super built-up  Area,Ready To Move,Electronic City,1,635,1,0,28,4409.45
Super built-up  Area,Ready To Move,Whitefield,2,1015,2,1,45,4433.5
Built-up  Area,Ready To Move,Hebbal,2,1175,2,0,54.05,4600
Plot  Area,Ready To Move,Chikkabanavar,4,1200,4,2,130,10833.33
Super built-up  Area,18-May,Vidyaranyapura,2,1188,2,1,50,4208.75
Plot  Area,Ready To Move,Indira Nagar,5,2400,5,2,700,29166.67
Super built-up  Area,19-Oct,Soppahalli,1,620,1,1,25,4032.26
Built-up  Area,Ready To Move,Ejipura,2,1210,2,0,75,6198.35
Plot  Area,18-Apr,Attibele,3,1000,3,1,90,9000
Super built-up  Area,Ready To Move,Rajaji Nagar,3,1500,2,0,99,6600
Plot  Area,Ready To Move,Electronic City,4,1800,3,2,190,10555.56
Super built-up  Area,Ready To Move,Thanisandra,2,1185,2,2,43.66,3684.39
Built-up  Area,Ready To Move,Basavangudi,3,1600,3,3,130,8125
Super built-up  Area,Ready To Move,Gottigere,2,1100,2,1,28,2545.45
Super built-up  Area,Ready To Move,Yelahanka,2,1300,2,2,69.23,5325.38
Super built-up  Area,Ready To Move,Kasavanhalli,2,1100,2,1,68,6181.82
Super built-up  Area,19-Apr,Ambalipura,2,860,2,1,28.93,3363.95
Super built-up  Area,18-Jun,Panathur,2,1007,2,1,64,6355.51
Super built-up  Area,Ready To Move,Akshaya Nagar,2,1100,2,2,48,4363.64
Super built-up  Area,Ready To Move,Whitefield,2,1187,2,1,38,3201.35
Super built-up  Area,Ready To Move,R.T. Nagar,2,1150,2,2,72,6260.87
Super built-up  Area,Ready To Move,Nagavara,3,2400,3,2,252,10500
Super built-up  Area,18-Apr,Aavalahalli,2,1180,2,3,41.94,3554.24
Super built-up  Area,Ready To Move,Budigere,3,1820,3,2,85.2,4681.32
Plot  Area,Ready To Move,Hennur Bande,6,1200,6,3,180,15000
Plot  Area,Ready To Move,Sector 1 HSR Layout,3,2400,6,2,775,32291.67
Super built-up  Area,Ready To Move,KR Puram,4,3628,4,1,246,6780.6
Built-up  Area,Ready To Move,Kodbisanhalli,3,1430,3,2,70,4895.1
Super built-up  Area,21-Jan,Kanakpura Road,2,700,2,1,40,5714.29
Plot  Area,Ready To Move,Kattigenahalli,2,1200,1,0,70,5833.33
Super built-up  Area,20-Dec,Old Madras Road,2,1165,2,1,40.77,3499.57
Super built-up  Area,Ready To Move,Jalahalli,3,1569,3,2,118,7520.71
Super built-up  Area,Ready To Move,Basaveshwara Nagar Yelahanka,3,1950,4,3,95,4871.79
Plot  Area,Ready To Move,Jayanti Nagar,2,1200,3,1,70,5833.33
Super built-up  Area,Ready To Move,Yelahanka New Town,3,2437,3,2,125,5129.26
Super built-up  Area,Ready To Move,Marathahalli,2,950,2,2,46.7,4915.79
Built-up  Area,18-Jul,Bellandur,3,1685,3,3,115,6824.93
Super built-up  Area,Ready To Move,Green Glen Layout,4,3270,4,3,205,6269.11
Super built-up  Area,Ready To Move,Sarjapur  Road,2,1314,2,2,110,8371.39
Super built-up  Area,18-May,New Gurappana Palya,3,1250,3,2,40,3200
Built-up  Area,Ready To Move,Virudhu Nagar,2,1130,2,2,68,6017.7
Plot  Area,Ready To Move,Doddakannelli,6,1200,9,3,122,10166.67
Plot  Area,Ready To Move,Sultan Palaya,6,890,5,2,160,17977.53
Plot  Area,Ready To Move,kamanahalli main road,3,857,3,2,95,11085.18
Super built-up  Area,Ready To Move,Whitefield,3,2247,3,0,145,6453.05
Super built-up  Area,Ready To Move,Marathahalli,3,1550,3,2,85,5483.87
Super built-up  Area,Ready To Move,Hoodi,3,1715,2,2,100,5830.9
Super built-up  Area,Ready To Move,Hennur Road,2,1053,2,1,53,5033.24
Plot  Area,Ready To Move,Begur Road,3,1200,3,0,50,4166.67
Plot  Area,Ready To Move,HBR Layout,3,1800,2,1,230,12777.78
Built-up  Area,Ready To Move,Chikkabanavar,5,2400,4,0,97,4041.67
Super built-up  Area,Ready To Move,Kodbisanhalli,2,1245,1,3,60,4819.28
Super built-up  Area,Ready To Move,Koramangala,2,1320,2,1,160,12121.21
Plot  Area,Ready To Move,Whitefield,4,3940,5,3,265,6725.89
Built-up  Area,Ready To Move,Thanisandra,3,1241,2,1,65,5237.71
Built-up  Area,Ready To Move,7th Phase JP Nagar,3,2980,4,2,260,8724.83
Plot  Area,Ready To Move,7th Block Koramangala,6,600,5,3,130,21666.67
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1090,2,2,57,5229.36
Super built-up  Area,Ready To Move,Byrasandra,3,1390,2,1,50,3597.12
Plot  Area,Ready To Move,Sampangi Rama Nagar,8,600,4,3,175,29166.67
Super built-up  Area,Ready To Move,Jakkur Plantation,3,2750,5,2,275,10000
Super built-up  Area,21-Dec,Kanakpura Road,3,1100,2,1,52.97,4815.45
Built-up  Area,Ready To Move,Koramangala,2,1350,2,2,103,7629.63
Built-up  Area,Ready To Move,Prakash Nagar,2,800,2,2,55,6875
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1787,3,2,116,6491.33
Built-up  Area,Ready To Move,BTM Layout,3,2400,3,2,220,9166.67
Super built-up  Area,Ready To Move,Haralur Road,4,3700,4,2,325,8783.78
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1691,3,2,93.01,5500.3
